"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)","Category","Name","Number","Min","Max","Unit","Type","Operation"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"BIBB","007",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"BIBB","007",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"BIBB","007",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"BIBB","007",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","47.6",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CHILTON","021",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CHILTON","021",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","16","15.7",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CHILTON","021",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CHILTON","021",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CHILTON","021",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","4","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CHILTON","021",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","2","47.6",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CLAY","027",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","8","13.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CLAY","027",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","8","15.7",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CLAY","027",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","8","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"CLAY","027",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","8","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"JEFFERSON","073",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","8","13.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"JEFFERSON","073",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","8","15.7",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"JEFFERSON","073",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","5","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"JEFFERSON","073",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","5","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"RANDOLPH","111",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","(Z)","13.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"RANDOLPH","111",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","(Z)","15.7",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"RANDOLPH","111",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"RANDOLPH","111",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","4","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"SHELBY","117",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"SHELBY","117",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","3","15.7",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"SHELBY","117",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"SHELBY","117",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","3","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"SHELBY","117",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","3","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"SHELBY","117",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","47.6",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TALLADEGA","121",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TALLADEGA","121",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TALLADEGA","121",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TALLADEGA","121",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TUSCALOOSA","125",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TUSCALOOSA","125",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TUSCALOOSA","125",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","2","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TUSCALOOSA","125",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","2","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","1","13.2",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","1","15.7",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","4","55.7",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","4","52.7",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113",NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","4","(L)",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","21","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","24","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","6","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","11","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","12","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","1","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED","(Z)","(L)",NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","(Z)","(L)",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","3","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","3","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","2","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","2","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED","7","(L)",NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"BEARING","ACRES NON"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","8","(L)",NA,NA,NA,NA,NA,NA,"BEARING","OPERATIONS WITH AREA"
"CENSUS",2022,"YEAR",NA,"COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","9","(L)",NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN"
